iso_code,date,value,indicator
ABW,1971-01-01,59442.0,Total Population
ABW,1972-01-01,59849.0,Total Population
ABW,1973-01-01,60236.0,Total Population
ABW,1974-01-01,60527.0,Total Population
ABW,1975-01-01,60653.0,Total Population
ABW,1976-01-01,60586.0,Total Population
ABW,1977-01-01,60366.0,Total Population
ABW,1978-01-01,60102.0,Total Population
ABW,1979-01-01,59972.0,Total Population
ABW,1980-01-01,60097.0,Total Population
ABW,1981-01-01,60561.0,Total Population
ABW,1982-01-01,61341.0,Total Population
ABW,1983-01-01,62213.0,Total Population
ABW,1984-01-01,62826.0,Total Population
ABW,1985-01-01,63024.0,Total Population
ABW,1986-01-01,62645.0,Total Population
ABW,1987-01-01,61838.0,Total Population
ABW,1988-01-01,61072.0,Total Population
ABW,1989-01-01,61033.0,Total Population
ABW,1990-01-01,62152.0,Total Population
ABW,1991-01-01,64623.0,Total Population
ABW,1992-01-01,68240.0,Total Population
ABW,1993-01-01,72495.0,Total Population
ABW,1994-01-01,76705.0,Total Population
ABW,1995-01-01,80324.0,Total Population
ABW,1996-01-01,83211.0,Total Population
ABW,1997-01-01,85450.0,Total Population
ABW,1998-01-01,87280.0,Total Population
ABW,1999-01-01,89009.0,Total Population
ABW,2000-01-01,90866.0,Total Population
ABW,2001-01-01,92892.0,Total Population
ABW,2002-01-01,94992.0,Total Population
ABW,2003-01-01,97016.0,Total Population
ABW,2004-01-01,98744.0,Total Population
ABW,2005-01-01,100028.0,Total Population
ABW,2006-01-01,100830.0,Total Population
ABW,2007-01-01,101226.0,Total Population
ABW,2008-01-01,101362.0,Total Population
ABW,2009-01-01,101452.0,Total Population
ABW,2010-01-01,101665.0,Total Population
ABW,2011-01-01,102050.0,Total Population
ABW,2012-01-01,102565.0,Total Population
ABW,2013-01-01,103165.0,Total Population
ABW,2014-01-01,103776.0,Total Population
ABW,2015-01-01,104339.0,Total Population
ABW,2016-01-01,104865.0,Total Population
ABW,2017-01-01,105361.0,Total Population
ABW,2018-01-01,105846.0,Total Population
ABW,2019-01-01,106310.0,Total Population
ABW,2020-01-01,106766.0,Total Population
AFE,1971-01-01,175100167.0,Total Population
AFE,1972-01-01,180141148.0,Total Population
AFE,1973-01-01,185376550.0,Total Population
AFE,1974-01-01,190800796.0,Total Population
AFE,1975-01-01,196409937.0,Total Population
AFE,1976-01-01,202205766.0,Total Population
AFE,1977-01-01,208193045.0,Total Population
AFE,1978-01-01,214368393.0,Total Population
AFE,1979-01-01,220740384.0,Total Population
AFE,1980-01-01,227305945.0,Total Population
AFE,1981-01-01,234058404.0,Total Population
AFE,1982-01-01,240999134.0,Total Population
AFE,1983-01-01,248146290.0,Total Population
AFE,1984-01-01,255530063.0,Total Population
AFE,1985-01-01,263161451.0,Total Population
AFE,1986-01-01,271050065.0,Total Population
AFE,1987-01-01,279184536.0,Total Population
AFE,1988-01-01,287524258.0,Total Population
AFE,1989-01-01,296024639.0,Total Population
AFE,1990-01-01,304648010.0,Total Population
AFE,1991-01-01,313394693.0,Total Population
AFE,1992-01-01,322270073.0,Total Population
AFE,1993-01-01,331265579.0,Total Population
AFE,1994-01-01,340379934.0,Total Population
AFE,1995-01-01,349605660.0,Total Population
AFE,1996-01-01,358953595.0,Total Population
AFE,1997-01-01,368440591.0,Total Population
AFE,1998-01-01,378098393.0,Total Population
AFE,1999-01-01,387977990.0,Total Population
AFE,2000-01-01,398113044.0,Total Population
AFE,2001-01-01,408522129.0,Total Population
AFE,2002-01-01,419223717.0,Total Population
AFE,2003-01-01,430246635.0,Total Population
AFE,2004-01-01,441630149.0,Total Population
AFE,2005-01-01,453404076.0,Total Population
AFE,2006-01-01,465581372.0,Total Population
AFE,2007-01-01,478166911.0,Total Population
AFE,2008-01-01,491173160.0,Total Population
AFE,2009-01-01,504604672.0,Total Population
AFE,2010-01-01,518468229.0,Total Population
AFE,2011-01-01,532760424.0,Total Population
AFE,2012-01-01,547482863.0,Total Population
AFE,2013-01-01,562601578.0,Total Population
